index,station,date,tavg,preciptotal,stnpressure,sealevel,resultspeed,resultdir,avgspeed,vap_pressure,sat_vap_pressure,rel_hum,latitude,longitude
88,1,2007-06-14,77.0,0.0,29.3,30.02,5.6,5,6.8,1.4406941917649823,3.055108919367253,47.15688473926377,41.995,-87.933
89,2,2007-06-14,79.0,0.0,29.36,30.0,5.9,7,6.4,1.3901719595497484,3.261235410853136,42.62715763858582,41.786,-87.752
90,1,2007-06-15,77.0,0.0,29.28,29.99,4.1,6,4.9,1.4928458239097433,3.055108919367253,48.86391494739009,41.995,-87.933
91,2,2007-06-15,78.0,0.0,29.34,29.97,3.8,9,4.1,1.4928458239097433,3.156681699769707,47.29161714399816,41.786,-87.752
92,1,2007-06-16,80.0,0.001,29.26,29.97,4.8,28,5.8,1.718672872360171,3.3688452478372373,51.0166762175716,41.995,-87.933
93,2,2007-06-16,80.0,0.001,29.33,29.96,2.1,22,6.1,1.7796758794005267,3.3688452478372373,52.82747494985291,41.786,-87.752
94,1,2007-06-17,81.0,0.0,29.23,29.95,2.8,11,6.3,1.9744078939310175,3.479587967455363,56.7425773510451,41.995,-87.933
95,2,2007-06-17,81.0,0.16,29.28,29.93,4.0,11,6.1,2.0434041232627425,3.479587967455363,58.72546239309743,41.786,-87.752
96,1,2007-06-18,79.0,0.28,29.12,29.84,14.0,20,15.1,2.0434041232627425,3.261235410853136,62.657363417018395,41.995,-87.933
97,2,2007-06-18,81.0,0.02,29.19,29.83,12.2,20,12.6,2.0434041232627425,3.479587967455363,58.72546239309743,41.786,-87.752
98,1,2007-06-19,73.0,0.58,29.26,29.95,10.7,28,11.4,1.4406941917649823,2.67717649683204,53.813941421859425,41.995,-87.933
99,2,2007-06-19,73.0,0.93,29.31,29.93,10.1,29,11.3,1.4406941917649823,2.67717649683204,53.813941421859425,41.786,-87.752
100,1,2007-06-20,73.0,0.0,29.39,30.1,7.8,27,8.8,1.293838786317489,2.67717649683204,48.32848293149577,41.995,-87.933
101,2,2007-06-20,74.0,0.0,29.46,30.09,5.9,28,7.7,1.2035026060200316,2.767547123315401,43.48625524317316,41.786,-87.752
102,1,2007-06-21,69.0,0.01,29.36,30.08,3.5,3,10.7,1.2479419299677836,2.3413129950817426,53.30094406810458,41.995,-87.933
103,2,2007-06-21,73.0,0.001,29.41,30.06,3.7,2,9.6,1.2479419299677836,2.67717649683204,46.614107491399984,41.786,-87.752
104,1,2007-06-22,69.0,0.001,29.33,30.06,7.8,6,8.7,1.2035026060200316,2.3413129950817426,51.402892673818414,41.995,-87.933
105,2,2007-06-22,69.0,0.001,29.39,30.05,6.5,7,8.1,1.1604803132249262,2.3413129950817426,49.56536420643794,41.786,-87.752
106,1,2007-06-23,65.0,0.05,29.23,29.96,7.6,12,9.0,1.6022204474445827,2.0434041232627425,78.40937723499778,41.995,-87.933
107,2,2007-06-23,65.0,0.34,29.28,29.95,7.3,11,8.1,1.718672872360171,2.0434041232627425,84.10831968058932,41.786,-87.752
108,1,2007-06-24,70.0,0.0,29.26,29.97,7.0,9,8.0,1.8425977339080952,2.4215658994293485,76.09116623017819,41.995,-87.933
109,2,2007-06-24,70.0,0.0,29.33,29.96,5.6,10,6.0,1.8425977339080952,2.4215658994293485,76.09116623017819,41.786,-87.752
110,1,2007-06-25,77.0,0.0,29.38,30.07,3.9,14,6.8,2.114535089135237,3.055108919367253,69.21308355753092,41.995,-87.933
111,2,2007-06-25,77.0,0.0,29.44,30.06,4.0,12,5.9,2.1878578166173233,3.055108919367253,71.61308726991157,41.786,-87.752
112,1,2007-06-26,81.0,0.16,29.39,30.11,6.1,22,7.1,2.3413129950817426,3.479587967455363,67.28707585438498,41.995,-87.933
113,2,2007-06-26,82.0,0.001,29.45,30.09,7.3,21,8.1,2.3413129950817426,3.5935419125252968,65.15335154213986,41.786,-87.752
114,1,2007-06-27,81.0,0.15,29.29,30.02,7.5,24,8.8,2.4215658994293485,3.479587967455363,69.59346687246564,41.995,-87.933
115,2,2007-06-27,80.0,0.35,29.36,30.0,7.9,24,8.5,2.3413129950817426,3.3688452478372373,69.49897733013532,41.786,-87.752
116,1,2007-06-28,66.0,0.0,29.41,30.09,11.9,3,12.5,1.4406941917649823,2.114535089135237,68.13290539218104,41.995,-87.933
118,1,2007-06-29,63.0,0.0,29.41,30.13,7.6,2,8.3,1.4406941917649823,1.907490618143548,75.52824522760316,41.995,-87.933
120,1,2007-06-30,67.0,0.0,29.41,30.13,4.9,3,5.8,1.0395247562934355,2.1878578166173233,47.51335979870296,41.995,-87.933
121,2,2007-06-30,68.0,0.0,29.46,30.11,5.1,4,6.2,1.1604803132249262,2.2634305941504893,51.27085920920308,41.786,-87.752
122,1,2007-07-01,65.0,0.0,29.51,30.23,8.6,4,8.6,1.293838786317489,2.0434041232627425,63.317812252017575,41.995,-87.933
123,2,2007-07-01,69.0,0.0,29.56,30.21,9.5,4,9.7,1.2479419299677836,2.3413129950817426,53.30094406810458,41.786,-87.752
124,1,2007-07-02,66.0,0.0,29.49,30.22,5.9,14,8.1,1.2035026060200316,2.114535089135237,56.91570748595227,41.995,-87.933
125,2,2007-07-02,68.0,0.0,29.55,30.21,7.4,12,8.5,1.2035026060200316,2.2634305941504893,53.17161520791982,41.786,-87.752
126,1,2007-07-03,72.0,0.4,29.31,30.06,6.7,21,7.3,1.5466723806554707,2.5894334040296574,59.73014707574833,41.995,-87.933
127,2,2007-07-03,73.0,0.09,29.38,30.05,6.4,21,7.4,1.4928458239097433,2.67717649683204,55.761950161906,41.786,-87.752
128,1,2007-07-04,77.0,0.16,29.18,29.9,4.6,27,8.2,2.0434041232627425,3.055108919367253,66.88482071159525,41.995,-87.933
129,2,2007-07-04,76.0,0.66,29.23,29.88,3.1,25,8.8,2.0434041232627425,2.956443411602841,69.11697058848515,41.786,-87.752
130,1,2007-07-05,80.0,0.0,29.24,29.94,6.4,31,8.1,1.718672872360171,3.3688452478372373,51.0166762175716,41.995,-87.933
131,2,2007-07-05,79.0,0.0,29.29,29.92,4.3,33,6.9,1.718672872360171,3.261235410853136,52.700055526214456,41.786,-87.752
132,1,2007-07-06,76.0,0.0,29.32,30.03,3.2,5,5.5,1.5466723806554707,2.956443411602841,52.315304753860985,41.995,-87.933
133,2,2007-07-06,76.0,0.0,29.38,30.01,3.3,7,5.5,1.5466723806554707,2.956443411602841,52.315304753860985,41.786,-87.752
134,1,2007-07-07,77.0,0.0,29.18,29.91,8.4,22,8.6,1.907490618143548,3.055108919367253,62.43609208337523,41.995,-87.933
135,2,2007-07-07,78.0,0.0,29.24,29.9,7.4,23,8.1,1.8425977339080952,3.156681699769707,58.371350334198105,41.786,-87.752
136,1,2007-07-08,85.0,0.0,29.05,29.77,12.9,24,13.1,2.1878578166173233,3.9554788424132794,55.312084927813395,41.995,-87.933
137,2,2007-07-08,84.0,0.0,29.12,29.76,12.6,23,12.7,2.1878578166173233,3.83140492977281,57.10327821567678,41.786,-87.752
138,1,2007-07-09,82.0,0.3,29.11,29.8,4.9,24,8.8,2.114535089135237,3.5935419125252968,58.84264440509296,41.995,-87.933
139,2,2007-07-09,83.0,0.24,29.16,29.79,4.8,23,8.8,2.1878578166173233,3.710787036753495,58.95940119838952,41.786,-87.752
140,1,2007-07-10,79.0,0.43,29.06,29.77,8.6,23,10.5,2.1878578166173233,3.261235410853136,67.08677973188638,41.995,-87.933
141,2,2007-07-10,80.0,0.08,29.13,29.76,8.2,23,10.2,2.1878578166173233,3.3688452478372373,64.9438503600575,41.786,-87.752
142,1,2007-07-11,70.0,0.0,29.23,29.93,8.8,30,10.9,1.2479419299677836,2.4215658994293485,51.53450212781184,41.995,-87.933
143,2,2007-07-11,70.0,0.0,29.28,29.92,9.1,30,11.2,1.2479419299677836,2.4215658994293485,51.53450212781184,41.786,-87.752
144,1,2007-07-12,71.0,0.0,29.22,29.93,9.4,29,11.1,1.2479419299677836,2.504251515881733,49.83293099967997,41.995,-87.933
145,2,2007-07-12,70.0,0.0,29.28,29.92,10.0,28,11.4,1.2479419299677836,2.4215658994293485,51.53450212781184,41.786,-87.752
146,1,2007-07-13,68.0,0.0,29.26,29.98,1.4,1,5.3,1.293838786317489,2.2634305941504893,57.16273296213408,41.995,-87.933
147,2,2007-07-13,67.0,0.0,29.33,29.98,2.0,7,5.8,1.3412346443657976,2.1878578166173233,61.30355611680007,41.786,-87.752
148,1,2007-07-14,73.0,0.0,29.08,29.79,8.3,26,13.2,1.4406941917649823,2.67717649683204,53.813941421859425,41.995,-87.933
149,2,2007-07-14,74.0,0.0,29.14,29.79,8.4,25,13.9,1.4406941917649823,2.767547123315401,52.056717648192866,41.786,-87.752
150,1,2007-07-15,71.0,0.0,29.19,29.89,2.1,29,4.9,1.3412346443657976,2.504251515881733,53.558304182300006,41.995,-87.933
151,2,2007-07-15,72.0,0.0,29.25,29.88,1.2,9,6.5,1.293838786317489,2.5894334040296574,49.96609622414025,41.786,-87.752
152,1,2007-07-16,74.0,0.39,29.25,29.96,4.4,24,5.2,1.718672872360171,2.767547123315401,62.10094339066847,41.995,-87.933
153,2,2007-07-16,74.0,0.07,29.31,29.94,5.6,23,6.6,1.718672872360171,2.767547123315401,62.10094339066847,41.786,-87.752
154,1,2007-07-17,76.0,0.11,29.18,29.9,5.2,23,6.5,2.114535089135237,2.956443411602841,71.52293464628968,41.995,-87.933
155,2,2007-07-17,76.0,0.11,29.24,29.89,6.3,23,7.4,2.0434041232627425,2.956443411602841,69.11697058848515,41.786,-87.752
156,1,2007-07-18,77.0,1.55,29.11,29.84,9.1,24,10.1,2.2634305941504893,3.055108919367253,74.08673974933997,41.995,-87.933
157,2,2007-07-18,77.0,0.92,29.18,29.83,10.3,24,10.6,2.3413129950817426,3.055108919367253,76.63599095401987,41.786,-87.752
158,1,2007-07-19,73.0,0.16,29.21,29.9,7.0,1,11.9,1.907490618143548,2.67717649683204,71.25008830761521,41.995,-87.933
159,2,2007-07-19,73.0,0.01,29.26,29.88,7.7,36,14.4,1.8425977339080952,2.67717649683204,68.82615830851945,41.786,-87.752
160,1,2007-07-20,67.0,0.0,29.44,30.14,8.6,3,9.1,1.3412346443657976,2.1878578166173233,61.30355611680007,41.995,-87.933
161,2,2007-07-20,68.0,0.0,29.49,30.12,11.3,4,11.5,1.293838786317489,2.2634305941504893,57.16273296213408,41.786,-87.752
162,1,2007-07-21,66.0,0.0,29.51,30.22,6.5,3,7.4,1.293838786317489,2.114535089135237,61.18786077211038,41.995,-87.933
163,2,2007-07-21,67.0,0.0,29.57,30.21,5.8,4,7.4,1.293838786317489,2.1878578166173233,59.13724267136841,41.786,-87.752
164,1,2007-07-22,70.0,0.0,29.49,30.21,1.7,16,3.3,1.4406941917649823,2.4215658994293485,59.494321096299196,41.995,-87.933
165,2,2007-07-22,71.0,0.0,29.54,30.2,1.9,18,3.5,1.3901719595497484,2.504251515881733,55.51247351687342,41.786,-87.752
166,1,2007-07-23,72.0,0.0,29.37,30.1,3.2,9,4.0,1.4406941917649823,2.5894334040296574,55.63742977606547,41.995,-87.933
167,2,2007-07-23,73.0,0.0,29.42,30.09,2.9,12,3.9,1.4406941917649823,2.67717649683204,53.813941421859425,41.786,-87.752
168,1,2007-07-24,74.0,0.0,29.32,30.04,3.1,20,5.2,1.6022204474445827,2.767547123315401,57.89315867276696,41.995,-87.933
169,2,2007-07-24,74.0,0.001,29.38,30.03,1.1,21,4.9,1.5466723806554707,2.767547123315401,55.88603596395586,41.786,-87.752
170,1,2007-07-25,78.0,0.001,29.29,30.0,5.8,25,6.6,1.7796758794005267,3.156681699769707,56.378059261735565,41.995,-87.933
171,2,2007-07-25,77.0,0.0,29.35,29.99,6.4,23,7.0,1.718672872360171,3.055108919367253,56.25569882189755,41.786,-87.752
172,1,2007-07-26,75.0,0.19,29.19,29.92,7.2,22,9.4,2.0434041232627425,2.860613031507167,71.43238532288085,41.995,-87.933
173,2,2007-07-26,74.0,0.89,29.25,29.91,7.2,22,9.9,2.0434041232627425,2.767547123315401,73.83448346905953,41.786,-87.752
174,1,2007-07-27,77.0,0.17,29.11,29.82,3.0,3,7.9,2.2634305941504893,3.055108919367253,74.08673974933997,41.995,-87.933
175,2,2007-07-27,77.0,0.04,29.16,29.8,1.2,36,8.1,2.1878578166173233,3.055108919367253,71.61308726991157,41.786,-87.752
176,1,2007-07-28,73.0,0.0,29.23,29.93,10.0,3,10.2,2.0434041232627425,2.67717649683204,76.32683633973129,41.995,-87.933
177,2,2007-07-28,75.0,0.0,29.28,29.91,10.6,3,10.7,2.0434041232627425,2.860613031507167,71.43238532288085,41.786,-87.752
178,1,2007-07-29,74.0,0.0,29.28,29.99,4.8,5,5.7,1.5466723806554707,2.767547123315401,55.88603596395586,41.995,-87.933
179,2,2007-07-29,76.0,0.0,29.34,29.97,6.3,5,6.9,1.4928458239097433,2.956443411602841,50.494652393850295,41.786,-87.752
180,1,2007-07-30,76.0,0.0,29.33,30.03,3.8,6,4.3,1.4406941917649823,2.956443411602841,48.73065339626803,41.995,-87.933
181,2,2007-07-30,76.0,0.0,29.39,30.01,3.1,6,4.6,1.5466723806554707,2.956443411602841,52.315304753860985,41.786,-87.752
182,1,2007-07-31,80.0,0.0,29.33,30.04,3.3,4,4.9,1.7796758794005267,3.3688452478372373,52.82747494985291,41.995,-87.933
183,2,2007-07-31,79.0,0.0,29.39,30.02,4.0,7,5.0,1.718672872360171,3.261235410853136,52.700055526214456,41.786,-87.752
184,1,2007-08-01,81.0,0.0,29.29,30.0,3.5,9,4.1,1.8425977339080952,3.479587967455363,52.95448056327182,41.995,-87.933
185,2,2007-08-01,80.0,0.0,29.34,29.98,2.1,13,3.7,1.907490618143548,3.3688452478372373,56.62149721386391,41.786,-87.752
186,1,2007-08-02,81.0,0.0,29.26,29.97,5.5,26,5.9,2.114535089135237,3.479587967455363,60.76969770307619,41.995,-87.933
187,2,2007-08-02,82.0,0.0,29.31,29.95,6.5,23,7.2,2.114535089135237,3.5935419125252968,58.84264440509296,41.786,-87.752
188,1,2007-08-03,80.0,0.0,29.31,30.02,2.7,3,5.7,1.4928458239097433,3.3688452478372373,44.313279895184685,41.995,-87.933
189,2,2007-08-03,81.0,0.0,29.36,30.0,3.3,6,5.8,1.6022204474445827,3.479587967455363,46.046269340800514,41.786,-87.752
190,1,2007-08-04,73.0,0.03,29.31,30.03,5.7,8,6.1,1.6022204474445827,2.67717649683204,59.84739703715926,41.995,-87.933
191,2,2007-08-04,75.0,0.02,29.36,30.01,5.9,9,6.6,1.6022204474445827,2.860613031507167,56.00968847577483,41.786,-87.752
192,1,2007-08-05,78.0,1.43,29.08,29.81,5.4,21,9.6,2.504251515881733,3.156681699769707,79.33177158990812,41.995,-87.933
193,2,2007-08-05,78.0,0.97,29.15,29.79,7.0,22,10.2,2.504251515881733,3.156681699769707,79.33177158990812,41.786,-87.752
194,1,2007-08-06,81.0,0.26,29.13,29.83,1.6,10,4.9,2.5894334040296574,3.479587967455363,74.41781694409413,41.995,-87.933
195,2,2007-08-06,80.0,0.05,29.17,29.81,2.6,10,4.6,2.5894334040296574,3.3688452478372373,76.86412445605943,41.786,-87.752
196,1,2007-08-07,82.0,1.31,29.06,29.76,6.2,25,9.0,2.67717649683204,3.5935419125252968,74.49965972292507,41.995,-87.933
197,2,2007-08-07,83.0,0.06,29.11,29.74,6.3,24,8.8,2.67717649683204,3.710787036753495,72.14578660310984,41.786,-87.752
